marketplace_id,marketplace_name,mkt_created_date,category_id,category_name,category_comments,seller_id,seller_name,seller_address,transaction_date,transaction_value
24,GlobalBay 24,2012-01-18,226,Beauty Section,High priority category for season 1,540,Vendor Alpha 40,"31 Commerce Ave, Suite 40",2024-01-29,965.46
28,GlobalBay 28,2012-07-26,223,Toys Section,High priority category for season 3,513,Vendor Alpha 13,"444 Commerce Ave, Suite 13",2024-10-20,458.45
11,eCart 11,2011-11-22,245,Beauty Section,High priority category for season 2,534,Vendor Alpha 34,"912 Commerce Ave, Suite 34",2024-09-09,1949.37
29,RiverTrade 29,2019-04-27,218,Electronics Section,High priority category for season 4,501,Vendor Alpha 1,"205 Commerce Ave, Suite 1",2024-02-29,1651.6
32,QuickMart 32,2010-02-22,250,Beauty Section,High priority category for season 4,523,Vendor Alpha 23,"77 Commerce Ave, Suite 23",2024-07-06,763.39
50,GlobalBay 50,2013-03-02,218,Electronics Section,High priority category for season 4,515,Vendor Alpha 15,"781 Commerce Ave, Suite 15",2024-03-18,1789.67
15,GlobalBay 15,2015-04-07,248,Fashion Section,High priority category for season 4,550,Vendor Alpha 50,"723 Commerce Ave, Suite 50",2024-11-26,673.64
38,QuickMart 38,2013-06-13,239,Home & Garden Section,High priority category for season 1,541,Vendor Alpha 41,"586 Commerce Ave, Suite 41",2024-05-26,298.05
20,QuickMart 20,2012-04-25,220,Fashion Section,High priority category for season 3,516,Vendor Alpha 16,"591 Commerce Ave, Suite 16",2024-04-07,580.06
40,eCart 40,2012-06-29,209,Automotive Section,High priority category for season 4,533,Vendor Alpha 33,"461 Commerce Ave, Suite 33",2024-07-10,1489.08
39,GlobalBay 39,2015-08-11,202,Books Section,High priority category for season 2,539,Vendor Alpha 39,"189 Commerce Ave, Suite 39",2024-10-01,90.47
5,eCart 5,2019-04-23,205,Books Section,High priority category for season 1,543,Vendor Alpha 43,"607 Commerce Ave, Suite 43",2024-09-04,1122.5
25,Amazonia 25,2021-06-26,235,Books Section,High priority category for season 3,521,Vendor Alpha 21,"775 Commerce Ave, Suite 21",2024-10-13,47.7
41,RiverTrade 41,2023-07-28,234,Automotive Section,High priority category for season 3,524,Vendor Alpha 24,"679 Commerce Ave, Suite 24",2024-04-27,399.4
44,GlobalBay 44,2013-04-21,233,Toys Section,High priority category for season 3,532,Vendor Alpha 32,"339 Commerce Ave, Suite 32",2024-06-12,457.25
6,GlobalBay 6,2016-07-20,235,Books Section,High priority category for season 3,535,Vendor Alpha 35,"715 Commerce Ave, Suite 35",2024-12-17,1510.12
32,QuickMart 32,2010-02-22,234,Automotive Section,High priority category for season 3,531,Vendor Alpha 31,"73 Commerce Ave, Suite 31",2024-05-07,751.2
12,GlobalBay 12,2022-07-03,220,Fashion Section,High priority category for season 3,539,Vendor Alpha 39,"189 Commerce Ave, Suite 39",2024-05-05,520.73
39,GlobalBay 39,2015-08-11,202,Books Section,High priority category for season 2,542,Vendor Alpha 42,"915 Commerce Ave, Suite 42",2024-04-24,1032.08
39,GlobalBay 39,2015-08-11,202,Books Section,High priority category for season 2,536,Vendor Alpha 36,"941 Commerce Ave, Suite 36",2024-05-04,998.71
27,QuickMart 27,2022-07-07,231,Fashion Section,High priority category for season 3,525,Vendor Alpha 25,"745 Commerce Ave, Suite 25",2024-08-27,635.86
3,RiverTrade 3,2012-06-04,237,Beauty Section,High priority category for season 1,543,Vendor Alpha 43,"607 Commerce Ave, Suite 43",2024-06-03,754.44
38,QuickMart 38,2013-06-13,239,Home & Garden Section,High priority category for season 1,549,Vendor Alpha 49,"537 Commerce Ave, Suite 49",2024-07-01,1974.47
34,QuickMart 34,2020-03-22,221,Health Section,High priority category for season 3,541,Vendor Alpha 41,"586 Commerce Ave, Suite 41",2024-07-27,1011.98
22,Amazonia 22,2010-11-16,212,Beauty Section,High priority category for season 4,522,Vendor Alpha 22,"16 Commerce Ave, Suite 22",2024-07-03,1354.38
45,QuickMart 45,2022-12-02,211,Home & Garden Section,High priority category for season 4,538,Vendor Alpha 38,"152 Commerce Ave, Suite 38",2024-06-06,415.79
10,eCart 10,2017-10-21,238,Books Section,High priority category for season 2,505,Vendor Alpha 5,"63 Commerce Ave, Suite 5",2024-03-24,274.85
28,GlobalBay 28,2012-07-26,223,Toys Section,High priority category for season 3,535,Vendor Alpha 35,"715 Commerce Ave, Suite 35",2024-03-10,710.76
48,Amazonia 48,2013-05-09,208,Toys Section,High priority category for season 3,531,Vendor Alpha 31,"73 Commerce Ave, Suite 31",2024-06-09,1525.84
4,GlobalBay 4,2010-08-28,245,Beauty Section,High priority category for season 2,501,Vendor Alpha 1,"205 Commerce Ave, Suite 1",2024-09-07,916.75
11,eCart 11,2011-11-22,244,Books Section,High priority category for season 3,526,Vendor Alpha 26,"444 Commerce Ave, Suite 26",2024-01-25,1280.54
47,RiverTrade 47,2011-10-27,223,Toys Section,High priority category for season 3,514,Vendor Alpha 14,"910 Commerce Ave, Suite 14",2024-09-01,1962.77
41,RiverTrade 41,2023-07-28,234,Automotive Section,High priority category for season 3,548,Vendor Alpha 48,"490 Commerce Ave, Suite 48",2024-08-03,1557.33
12,GlobalBay 12,2022-07-03,220,Fashion Section,High priority category for season 3,529,Vendor Alpha 29,"52 Commerce Ave, Suite 29",2024-08-23,1023.88
16,Amazonia 16,2022-01-23,237,Beauty Section,High priority category for season 1,524,Vendor Alpha 24,"679 Commerce Ave, Suite 24",2024-02-22,477.92
9,RiverTrade 9,2015-12-24,244,Books Section,High priority category for season 3,512,Vendor Alpha 12,"813 Commerce Ave, Suite 12",2024-05-07,935.4
22,Amazonia 22,2010-11-16,208,Toys Section,High priority category for season 3,523,Vendor Alpha 23,"77 Commerce Ave, Suite 23",2024-10-29,1460.7
21,GlobalBay 21,2016-03-27,210,Automotive Section,High priority category for season 2,521,Vendor Alpha 21,"775 Commerce Ave, Suite 21",2024-05-03,1025.14
48,Amazonia 48,2013-05-09,208,Toys Section,High priority category for season 3,520,Vendor Alpha 20,"942 Commerce Ave, Suite 20",2024-11-29,1501.5
24,GlobalBay 24,2012-01-18,226,Beauty Section,High priority category for season 1,531,Vendor Alpha 31,"73 Commerce Ave, Suite 31",2024-12-07,1108.73
30,QuickMart 30,2012-11-19,206,Fashion Section,High priority category for season 3,511,Vendor Alpha 11,"915 Commerce Ave, Suite 11",2024-04-21,958.39
34,QuickMart 34,2020-03-22,234,Automotive Section,High priority category for season 3,548,Vendor Alpha 48,"490 Commerce Ave, Suite 48",2024-03-31,502.58
49,QuickMart 49,2016-09-01,247,Fashion Section,High priority category for season 4,513,Vendor Alpha 13,"444 Commerce Ave, Suite 13",2024-06-09,1444.51
27,QuickMart 27,2022-07-07,231,Fashion Section,High priority category for season 3,505,Vendor Alpha 5,"63 Commerce Ave, Suite 5",2024-09-14,1139.8
42,QuickMart 42,2020-11-30,216,Beauty Section,High priority category for season 4,529,Vendor Alpha 29,"52 Commerce Ave, Suite 29",2024-03-06,1890.85
9,RiverTrade 9,2015-12-24,214,Automotive Section,High priority category for season 4,503,Vendor Alpha 3,"825 Commerce Ave, Suite 3",2024-05-31,1521.59
23,GlobalBay 23,2022-08-03,208,Toys Section,High priority category for season 3,511,Vendor Alpha 11,"915 Commerce Ave, Suite 11",2024-09-05,329.75
46,QuickMart 46,2022-08-02,244,Books Section,High priority category for season 3,507,Vendor Alpha 7,"223 Commerce Ave, Suite 7",2024-01-20,1370.78
8,GlobalBay 8,2010-11-03,224,Automotive Section,High priority category for season 1,527,Vendor Alpha 27,"81 Commerce Ave, Suite 27",2024-10-13,671.91
49,QuickMart 49,2016-09-01,247,Fashion Section,High priority category for season 4,503,Vendor Alpha 3,"825 Commerce Ave, Suite 3",2024-02-29,1020.22
20,QuickMart 20,2012-04-25,216,Beauty Section,High priority category for season 4,519,Vendor Alpha 19,"786 Commerce Ave, Suite 19",2024-03-22,367.95
25,Amazonia 25,2021-06-26,209,Automotive Section,High priority category for season 4,518,Vendor Alpha 18,"495 Commerce Ave, Suite 18",2024-03-29,267.32
27,QuickMart 27,2022-07-07,231,Fashion Section,High priority category for season 3,533,Vendor Alpha 33,"461 Commerce Ave, Suite 33",2024-09-01,176.64
1,QuickMart 1,2017-07-26,219,Home & Garden Section,High priority category for season 4,511,Vendor Alpha 11,"915 Commerce Ave, Suite 11",2024-10-20,1623.8
29,RiverTrade 29,2019-04-27,208,Toys Section,High priority category for season 3,536,Vendor Alpha 36,"941 Commerce Ave, Suite 36",2024-07-26,964.67
23,GlobalBay 23,2022-08-03,223,Toys Section,High priority category for season 3,521,Vendor Alpha 21,"775 Commerce Ave, Suite 21",2024-12-26,1702.85
14,GlobalBay 14,2015-11-10,207,Electronics Section,High priority category for season 2,529,Vendor Alpha 29,"52 Commerce Ave, Suite 29",2024-07-03,1710.3
24,GlobalBay 24,2012-01-18,241,Beauty Section,High priority category for season 2,541,Vendor Alpha 41,"586 Commerce Ave, Suite 41",2024-08-24,1397.53
36,RiverTrade 36,2022-01-14,235,Books Section,High priority category for season 3,501,Vendor Alpha 1,"205 Commerce Ave, Suite 1",2024-06-27,1724.14
23,GlobalBay 23,2022-08-03,240,Fashion Section,High priority category for season 1,534,Vendor Alpha 34,"912 Commerce Ave, Suite 34",2024-12-30,438.23
3,RiverTrade 3,2012-06-04,213,Fashion Section,High priority category for season 4,535,Vendor Alpha 35,"715 Commerce Ave, Suite 35",2024-01-13,1526.63
19,GlobalBay 19,2023-03-16,222,Automotive Section,High priority category for season 4,510,Vendor Alpha 10,"401 Commerce Ave, Suite 10",2024-06-24,1550.16
6,GlobalBay 6,2016-07-20,248,Fashion Section,High priority category for season 4,521,Vendor Alpha 21,"775 Commerce Ave, Suite 21",2024-09-17,46.43
33,GlobalBay 33,2018-10-17,246,Health Section,High priority category for season 4,502,Vendor Alpha 2,"811 Commerce Ave, Suite 2",2024-11-11,169.98
13,RiverTrade 13,2014-10-27,212,Beauty Section,High priority category for season 4,521,Vendor Alpha 21,"775 Commerce Ave, Suite 21",2024-02-13,434.87
22,Amazonia 22,2010-11-16,226,Beauty Section,High priority category for season 1,543,Vendor Alpha 43,"607 Commerce Ave, Suite 43",2024-04-24,846.59
5,eCart 5,2019-04-23,232,Fashion Section,High priority category for season 2,532,Vendor Alpha 32,"339 Commerce Ave, Suite 32",2024-11-02,1183.84
23,GlobalBay 23,2022-08-03,212,Beauty Section,High priority category for season 4,522,Vendor Alpha 22,"16 Commerce Ave, Suite 22",2024-10-04,1789.32
9,RiverTrade 9,2015-12-24,213,Fashion Section,High priority category for season 4,537,Vendor Alpha 37,"858 Commerce Ave, Suite 37",2024-08-27,774.82
24,GlobalBay 24,2012-01-18,226,Beauty Section,High priority category for season 1,523,Vendor Alpha 23,"77 Commerce Ave, Suite 23",2024-02-11,1323.33
28,GlobalBay 28,2012-07-26,223,Toys Section,High priority category for season 3,501,Vendor Alpha 1,"205 Commerce Ave, Suite 1",2024-03-14,1481.82
46,QuickMart 46,2022-08-02,244,Books Section,High priority category for season 3,526,Vendor Alpha 26,"444 Commerce Ave, Suite 26",2024-01-06,302.45
30,QuickMart 30,2012-11-19,206,Fashion Section,High priority category for season 3,519,Vendor Alpha 19,"786 Commerce Ave, Suite 19",2024-02-21,891.88
23,GlobalBay 23,2022-08-03,233,Toys Section,High priority category for season 3,534,Vendor Alpha 34,"912 Commerce Ave, Suite 34",2024-01-06,1320.46
46,QuickMart 46,2022-08-02,244,Books Section,High priority category for season 3,549,Vendor Alpha 49,"537 Commerce Ave, Suite 49",2024-10-11,400.29
33,GlobalBay 33,2018-10-17,246,Health Section,High priority category for season 4,501,Vendor Alpha 1,"205 Commerce Ave, Suite 1",2024-12-10,98.74
31,QuickMart 31,2016-03-15,230,Home & Garden Section,High priority category for season 2,502,Vendor Alpha 2,"811 Commerce Ave, Suite 2",2024-04-17,183.17
49,QuickMart 49,2016-09-01,247,Fashion Section,High priority category for season 4,546,Vendor Alpha 46,"132 Commerce Ave, Suite 46",2024-12-03,1949.91
3,RiverTrade 3,2012-06-04,213,Fashion Section,High priority category for season 4,506,Vendor Alpha 6,"839 Commerce Ave, Suite 6",2024-03-30,100.88
20,QuickMart 20,2012-04-25,243,Home & Garden Section,High priority category for season 2,523,Vendor Alpha 23,"77 Commerce Ave, Suite 23",2024-11-23,625.99
18,eCart 18,2023-08-24,229,Fashion Section,High priority category for season 1,516,Vendor Alpha 16,"591 Commerce Ave, Suite 16",2024-04-04,718.78
44,GlobalBay 44,2013-04-21,233,Toys Section,High priority category for season 3,531,Vendor Alpha 31,"73 Commerce Ave, Suite 31",2024-02-29,458.77
26,Amazonia 26,2016-07-13,225,Fashion Section,High priority category for season 3,532,Vendor Alpha 32,"339 Commerce Ave, Suite 32",2024-07-22,1443.52
31,QuickMart 31,2016-03-15,230,Home & Garden Section,High priority category for season 2,543,Vendor Alpha 43,"607 Commerce Ave, Suite 43",2024-04-24,329.08
41,RiverTrade 41,2023-07-28,234,Automotive Section,High priority category for season 3,514,Vendor Alpha 14,"910 Commerce Ave, Suite 14",2024-05-28,613.74
11,eCart 11,2011-11-22,217,Home & Garden Section,High priority category for season 2,546,Vendor Alpha 46,"132 Commerce Ave, Suite 46",2024-04-28,177.37
36,RiverTrade 36,2022-01-14,235,Books Section,High priority category for season 3,511,Vendor Alpha 11,"915 Commerce Ave, Suite 11",2024-10-03,1738.69
15,GlobalBay 15,2015-04-07,228,Home & Garden Section,High priority category for season 3,538,Vendor Alpha 38,"152 Commerce Ave, Suite 38",2024-06-03,1072.5
23,GlobalBay 23,2022-08-03,242,Electronics Section,High priority category for season 2,503,Vendor Alpha 3,"825 Commerce Ave, Suite 3",2024-03-01,513.21
16,Amazonia 16,2022-01-23,245,Beauty Section,High priority category for season 2,537,Vendor Alpha 37,"858 Commerce Ave, Suite 37",2024-10-01,1869.02
25,Amazonia 25,2021-06-26,212,Beauty Section,High priority category for season 4,528,Vendor Alpha 28,"724 Commerce Ave, Suite 28",2024-07-20,1413.07
16,Amazonia 16,2022-01-23,229,Fashion Section,High priority category for season 1,542,Vendor Alpha 42,"915 Commerce Ave, Suite 42",2024-03-02,1497.21
9,RiverTrade 9,2015-12-24,202,Books Section,High priority category for season 2,535,Vendor Alpha 35,"715 Commerce Ave, Suite 35",2024-08-06,1113.77
19,GlobalBay 19,2023-03-16,222,Automotive Section,High priority category for season 4,508,Vendor Alpha 8,"726 Commerce Ave, Suite 8",2024-07-02,618.29
14,GlobalBay 14,2015-11-10,207,Electronics Section,High priority category for season 2,502,Vendor Alpha 2,"811 Commerce Ave, Suite 2",2024-02-10,1348.16
38,QuickMart 38,2013-06-13,239,Home & Garden Section,High priority category for season 1,526,Vendor Alpha 26,"444 Commerce Ave, Suite 26",2024-08-11,1391.25
7,RiverTrade 7,2019-08-19,203,Toys Section,High priority category for season 3,546,Vendor Alpha 46,"132 Commerce Ave, Suite 46",2024-04-07,718.0
50,GlobalBay 50,2013-03-02,242,Electronics Section,High priority category for season 2,543,Vendor Alpha 43,"607 Commerce Ave, Suite 43",2024-04-07,1074.5
2,QuickMart 2,2011-02-24,221,Health Section,High priority category for season 3,545,Vendor Alpha 45,"757 Commerce Ave, Suite 45",2024-12-26,1832.41
29,RiverTrade 29,2019-04-27,210,Automotive Section,High priority category for season 2,544,Vendor Alpha 44,"655 Commerce Ave, Suite 44",2024-07-11,1628.19
38,QuickMart 38,2013-06-13,239,Home & Garden Section,High priority category for season 1,507,Vendor Alpha 7,"223 Commerce Ave, Suite 7",2024-08-06,389.12
42,QuickMart 42,2020-11-30,238,Books Section,High priority category for season 2,545,Vendor Alpha 45,"757 Commerce Ave, Suite 45",2024-02-24,1735.16
13,RiverTrade 13,2014-10-27,212,Beauty Section,High priority category for season 4,505,Vendor Alpha 5,"63 Commerce Ave, Suite 5",2024-09-01,521.83
14,GlobalBay 14,2015-11-10,207,Electronics Section,High priority category for season 2,534,Vendor Alpha 34,"912 Commerce Ave, Suite 34",2024-06-23,155.62
31,QuickMart 31,2016-03-15,230,Home & Garden Section,High priority category for season 2,524,Vendor Alpha 24,"679 Commerce Ave, Suite 24",2024-02-14,1668.15
39,GlobalBay 39,2015-08-11,202,Books Section,High priority category for season 2,514,Vendor Alpha 14,"910 Commerce Ave, Suite 14",2024-02-13,615.01
25,Amazonia 25,2021-06-26,234,Automotive Section,High priority category for season 3,504,Vendor Alpha 4,"228 Commerce Ave, Suite 4",2024-11-04,1400.42
6,GlobalBay 6,2016-07-20,230,Home & Garden Section,High priority category for season 2,521,Vendor Alpha 21,"775 Commerce Ave, Suite 21",2024-12-04,1552.88
22,Amazonia 22,2010-11-16,219,Home & Garden Section,High priority category for season 4,532,Vendor Alpha 32,"339 Commerce Ave, Suite 32",2024-06-08,1539.06
13,RiverTrade 13,2014-10-27,212,Beauty Section,High priority category for season 4,548,Vendor Alpha 48,"490 Commerce Ave, Suite 48",2024-04-20,768.17
18,eCart 18,2023-08-24,229,Fashion Section,High priority category for season 1,545,Vendor Alpha 45,"757 Commerce Ave, Suite 45",2024-02-24,288.06
39,GlobalBay 39,2015-08-11,202,Books Section,High priority category for season 2,542,Vendor Alpha 42,"915 Commerce Ave, Suite 42",2024-11-07,1844.65
37,Amazonia 37,2010-05-29,217,Home & Garden Section,High priority category for season 2,526,Vendor Alpha 26,"444 Commerce Ave, Suite 26",2024-11-09,777.69
2,QuickMart 2,2011-02-24,249,Automotive Section,High priority category for season 2,536,Vendor Alpha 36,"941 Commerce Ave, Suite 36",2024-03-31,1707.56
25,Amazonia 25,2021-06-26,234,Automotive Section,High priority category for season 3,541,Vendor Alpha 41,"586 Commerce Ave, Suite 41",2024-06-21,1329.9
40,eCart 40,2012-06-29,209,Automotive Section,High priority category for season 4,509,Vendor Alpha 9,"214 Commerce Ave, Suite 9",2024-07-22,129.32
28,GlobalBay 28,2012-07-26,223,Toys Section,High priority category for season 3,534,Vendor Alpha 34,"912 Commerce Ave, Suite 34",2024-11-28,262.52
17,RiverTrade 17,2014-12-07,214,Automotive Section,High priority category for season 4,530,Vendor Alpha 30,"625 Commerce Ave, Suite 30",2024-05-21,495.24
46,QuickMart 46,2022-08-02,244,Books Section,High priority category for season 3,520,Vendor Alpha 20,"942 Commerce Ave, Suite 20",2024-01-30,557.35
43,GlobalBay 43,2022-09-20,201,Books Section,High priority category for season 3,538,Vendor Alpha 38,"152 Commerce Ave, Suite 38",2024-04-11,1149.95
10,eCart 10,2017-10-21,238,Books Section,High priority category for season 2,514,Vendor Alpha 14,"910 Commerce Ave, Suite 14",2024-09-10,1047.58
14,GlobalBay 14,2015-11-10,207,Electronics Section,High priority category for season 2,511,Vendor Alpha 11,"915 Commerce Ave, Suite 11",2024-01-29,1193.1
47,RiverTrade 47,2011-10-27,213,Fashion Section,High priority category for season 4,526,Vendor Alpha 26,"444 Commerce Ave, Suite 26",2024-02-25,1087.97
35,RiverTrade 35,2014-05-22,228,Home & Garden Section,High priority category for season 3,512,Vendor Alpha 12,"813 Commerce Ave, Suite 12",2024-12-11,702.08
20,QuickMart 20,2012-04-25,215,Home & Garden Section,High priority category for season 3,517,Vendor Alpha 17,"221 Commerce Ave, Suite 17",2024-01-22,1119.41
35,RiverTrade 35,2014-05-22,224,Automotive Section,High priority category for season 1,510,Vendor Alpha 10,"401 Commerce Ave, Suite 10",2024-01-04,307.79
24,GlobalBay 24,2012-01-18,226,Beauty Section,High priority category for season 1,538,Vendor Alpha 38,"152 Commerce Ave, Suite 38",2024-02-28,1037.58
49,QuickMart 49,2016-09-01,247,Fashion Section,High priority category for season 4,512,Vendor Alpha 12,"813 Commerce Ave, Suite 12",2024-12-12,563.61
49,QuickMart 49,2016-09-01,247,Fashion Section,High priority category for season 4,531,Vendor Alpha 31,"73 Commerce Ave, Suite 31",2024-01-01,76.02
3,RiverTrade 3,2012-06-04,213,Fashion Section,High priority category for season 4,543,Vendor Alpha 43,"607 Commerce Ave, Suite 43",2024-06-10,319.54
46,QuickMart 46,2022-08-02,244,Books Section,High priority category for season 3,539,Vendor Alpha 39,"189 Commerce Ave, Suite 39",2024-12-21,881.78
21,GlobalBay 21,2016-03-27,212,Beauty Section,High priority category for season 4,513,Vendor Alpha 13,"444 Commerce Ave, Suite 13",2024-02-13,1546.42
11,eCart 11,2011-11-22,215,Home & Garden Section,High priority category for season 3,513,Vendor Alpha 13,"444 Commerce Ave, Suite 13",2024-10-23,201.82
43,GlobalBay 43,2022-09-20,201,Books Section,High priority category for season 3,520,Vendor Alpha 20,"942 Commerce Ave, Suite 20",2024-02-01,1612.11
32,QuickMart 32,2010-02-22,227,Toys Section,High priority category for season 3,547,Vendor Alpha 47,"224 Commerce Ave, Suite 47",2024-12-29,1465.17
36,RiverTrade 36,2022-01-14,244,Books Section,High priority category for season 3,513,Vendor Alpha 13,"444 Commerce Ave, Suite 13",2024-07-25,1171.21
44,GlobalBay 44,2013-04-21,233,Toys Section,High priority category for season 3,517,Vendor Alpha 17,"221 Commerce Ave, Suite 17",2024-03-18,690.24
50,GlobalBay 50,2013-03-02,218,Electronics Section,High priority category for season 4,510,Vendor Alpha 10,"401 Commerce Ave, Suite 10",2024-06-11,180.64
37,Amazonia 37,2010-05-29,248,Fashion Section,High priority category for season 4,515,Vendor Alpha 15,"781 Commerce Ave, Suite 15",2024-09-08,1316.11
3,RiverTrade 3,2012-06-04,213,Fashion Section,High priority category for season 4,543,Vendor Alpha 43,"607 Commerce Ave, Suite 43",2024-01-18,509.13
27,QuickMart 27,2022-07-07,210,Automotive Section,High priority category for season 2,531,Vendor Alpha 31,"73 Commerce Ave, Suite 31",2024-01-04,839.49
5,eCart 5,2019-04-23,205,Books Section,High priority category for season 1,550,Vendor Alpha 50,"723 Commerce Ave, Suite 50",2024-12-26,938.7
16,Amazonia 16,2022-01-23,209,Automotive Section,High priority category for season 4,511,Vendor Alpha 11,"915 Commerce Ave, Suite 11",2024-03-10,750.0
33,GlobalBay 33,2018-10-17,246,Health Section,High priority category for season 4,513,Vendor Alpha 13,"444 Commerce Ave, Suite 13",2024-08-08,934.78
42,QuickMart 42,2020-11-30,208,Toys Section,High priority category for season 3,525,Vendor Alpha 25,"745 Commerce Ave, Suite 25",2024-07-02,1095.57
18,eCart 18,2023-08-24,229,Fashion Section,High priority category for season 1,520,Vendor Alpha 20,"942 Commerce Ave, Suite 20",2024-02-12,23.92
20,QuickMart 20,2012-04-25,212,Beauty Section,High priority category for season 4,525,Vendor Alpha 25,"745 Commerce Ave, Suite 25",2024-08-21,1303.31
17,RiverTrade 17,2014-12-07,214,Automotive Section,High priority category for season 4,535,Vendor Alpha 35,"715 Commerce Ave, Suite 35",2024-12-09,756.54
20,QuickMart 20,2012-04-25,201,Books Section,High priority category for season 3,527,Vendor Alpha 27,"81 Commerce Ave, Suite 27",2024-10-09,917.34
24,GlobalBay 24,2012-01-18,226,Beauty Section,High priority category for season 1,549,Vendor Alpha 49,"537 Commerce Ave, Suite 49",2024-06-25,497.35
28,GlobalBay 28,2012-07-26,223,Toys Section,High priority category for season 3,504,Vendor Alpha 4,"228 Commerce Ave, Suite 4",2024-01-02,1938.1
7,RiverTrade 7,2019-08-19,219,Home & Garden Section,High priority category for season 4,540,Vendor Alpha 40,"31 Commerce Ave, Suite 40",2024-03-04,540.33
19,GlobalBay 19,2023-03-16,222,Automotive Section,High priority category for season 4,530,Vendor Alpha 30,"625 Commerce Ave, Suite 30",2024-07-07,1714.92
14,GlobalBay 14,2015-11-10,207,Electronics Section,High priority category for season 2,545,Vendor Alpha 45,"757 Commerce Ave, Suite 45",2024-10-04,1310.79
16,Amazonia 16,2022-01-23,240,Fashion Section,High priority category for season 1,524,Vendor Alpha 24,"679 Commerce Ave, Suite 24",2024-10-03,1302.32
42,QuickMart 42,2020-11-30,211,Home & Garden Section,High priority category for season 4,540,Vendor Alpha 40,"31 Commerce Ave, Suite 40",2024-12-20,775.19
4,GlobalBay 4,2010-08-28,245,Beauty Section,High priority category for season 2,538,Vendor Alpha 38,"152 Commerce Ave, Suite 38",2024-08-22,295.16
19,GlobalBay 19,2023-03-16,235,Books Section,High priority category for season 3,542,Vendor Alpha 42,"915 Commerce Ave, Suite 42",2024-12-12,1685.87
48,Amazonia 48,2013-05-09,208,Toys Section,High priority category for season 3,540,Vendor Alpha 40,"31 Commerce Ave, Suite 40",2024-10-25,49.5
39,GlobalBay 39,2015-08-11,202,Books Section,High priority category for season 2,524,Vendor Alpha 24,"679 Commerce Ave, Suite 24",2024-07-15,324.81
29,RiverTrade 29,2019-04-27,218,Electronics Section,High priority category for season 4,531,Vendor Alpha 31,"73 Commerce Ave, Suite 31",2024-11-24,678.36
1,QuickMart 1,2017-07-26,244,Books Section,High priority category for season 3,519,Vendor Alpha 19,"786 Commerce Ave, Suite 19",2024-10-30,1066.71
27,QuickMart 27,2022-07-07,231,Fashion Section,High priority category for season 3,530,Vendor Alpha 30,"625 Commerce Ave, Suite 30",2024-11-16,575.82
28,GlobalBay 28,2012-07-26,223,Toys Section,High priority category for season 3,521,Vendor Alpha 21,"775 Commerce Ave, Suite 21",2024-03-12,593.39
23,GlobalBay 23,2022-08-03,214,Automotive Section,High priority category for season 4,536,Vendor Alpha 36,"941 Commerce Ave, Suite 36",2024-01-13,1209.92
14,GlobalBay 14,2015-11-10,207,Electronics Section,High priority category for season 2,548,Vendor Alpha 48,"490 Commerce Ave, Suite 48",2024-05-26,1033.58
40,eCart 40,2012-06-29,209,Automotive Section,High priority category for season 4,541,Vendor Alpha 41,"586 Commerce Ave, Suite 41",2024-04-15,360.35
12,GlobalBay 12,2022-07-03,220,Fashion Section,High priority category for season 3,533,Vendor Alpha 33,"461 Commerce Ave, Suite 33",2024-08-17,1536.87
25,Amazonia 25,2021-06-26,228,Home & Garden Section,High priority category for season 3,549,Vendor Alpha 49,"537 Commerce Ave, Suite 49",2024-07-05,1550.63
1,QuickMart 1,2017-07-26,224,Automotive Section,High priority category for season 1,548,Vendor Alpha 48,"490 Commerce Ave, Suite 48",2024-10-07,1678.59
10,eCart 10,2017-10-21,238,Books Section,High priority category for season 2,506,Vendor Alpha 6,"839 Commerce Ave, Suite 6",2024-10-31,1974.2
18,eCart 18,2023-08-24,229,Fashion Section,High priority category for season 1,525,Vendor Alpha 25,"745 Commerce Ave, Suite 25",2024-08-31,1649.39
31,QuickMart 31,2016-03-15,230,Home & Garden Section,High priority category for season 2,524,Vendor Alpha 24,"679 Commerce Ave, Suite 24",2024-01-03,837.21
22,Amazonia 22,2010-11-16,218,Electronics Section,High priority category for season 4,522,Vendor Alpha 22,"16 Commerce Ave, Suite 22",2024-10-29,1787.23
47,RiverTrade 47,2011-10-27,243,Home & Garden Section,High priority category for season 2,544,Vendor Alpha 44,"655 Commerce Ave, Suite 44",2024-03-21,980.0
45,QuickMart 45,2022-12-02,216,Beauty Section,High priority category for season 4,549,Vendor Alpha 49,"537 Commerce Ave, Suite 49",2024-03-08,1023.91
20,QuickMart 20,2012-04-25,233,Toys Section,High priority category for season 3,530,Vendor Alpha 30,"625 Commerce Ave, Suite 30",2024-08-11,511.43
44,GlobalBay 44,2013-04-21,233,Toys Section,High priority category for season 3,515,Vendor Alpha 15,"781 Commerce Ave, Suite 15",2024-09-23,1756.87
5,eCart 5,2019-04-23,232,Fashion Section,High priority category for season 2,516,Vendor Alpha 16,"591 Commerce Ave, Suite 16",2024-07-16,1772.52
33,GlobalBay 33,2018-10-17,250,Beauty Section,High priority category for season 4,543,Vendor Alpha 43,"607 Commerce Ave, Suite 43",2024-07-14,930.87
17,RiverTrade 17,2014-12-07,214,Automotive Section,High priority category for season 4,523,Vendor Alpha 23,"77 Commerce Ave, Suite 23",2024-07-25,553.72
29,RiverTrade 29,2019-04-27,247,Fashion Section,High priority category for season 4,504,Vendor Alpha 4,"228 Commerce Ave, Suite 4",2024-04-07,722.59
